"IP","Target C2","OpenPorts","Score(Inbound/Outbound)","Country","Scan Time"
"165.227.229.96","c2_covenant","7443","Critical/Critical","GB","2024-07-30 09:09:24"
"91.245.255.55","c2_metasploit","9001","Safe/Critical","NL","2024-07-23 01:17:05"
"87.249.53.167","c2_metasploit","3790","Critical/Critical","GB","2024-07-18 06:40:53"
"78.38.80.242","c2_metasploit","3790","Critical/Critical","GB","2024-07-18 06:22:13"
"167.172.53.165","c2_covenant","7443","Low/Critical","FR","2024-07-30 13:44:52"
"18.175.58.230","c2_mythic","80","Critical/Critical","FR","2024-08-03 01:55:23"
"8.208.95.78","c2_havoc","443","Critical/Critical","US","2024-08-01 16:43:35"
"47.116.25.208","c2_covenant","7443","Dangerous/Critical","GB","2024-07-30 09:15:05"
"65.109.133.88","c2_metasploit","3790","Critical/Critical","IR","2024-07-18 06:26:32"
"165.22.182.254","c2_meshagent","80","Low/Critical","CA","2024-08-04 03:14:55"
"78.47.36.117","c2_meshagent","80","Low/Critical","DE","2024-08-04 04:33:41"
"165.227.250.241","c2_meshagent","80","Low/Critical","US","2024-08-04 02:57:47"
"210.2.169.205","c2_havoc","443","Safe/Critical","AU","2024-08-03 00:47:34"
"88.119.170.212","c2_metasploit","3790","Safe/Critical","DE","2024-07-18 07:17:09"
"88.80.187.129","c2_mythic","80","Critical/Critical","GB","2024-08-03 18:17:54"
"74.48.125.18","c2_metasploit","3790","Safe/Critical","US","2024-07-18 05:43:32"
"75.183.193.150","c2_meshagent","8443","Safe/Critical","PL","2024-08-04 03:39:12"
"20.51.213.216","c2_havoc","443","Low/Critical","PK","2024-08-02 14:23:31"
"77.104.157.194","c2_meshagent","80","Moderate/Critical","MK","2024-08-04 04:08:33"
"192.52.166.37","c2_havoc","443","Safe/Critical","GB","2024-08-01 15:28:15"
"77.46.46.68","c2_meshagent","80","Moderate/Critical","NL","2024-08-04 04:07:24"
"78.141.197.102","c2_meshagent","80","Moderate/Critical","DE","2024-08-04 04:39:49"
"3.88.102.160","c2_havoc","80","Low/Critical","US","2024-08-01 17:58:47"
"91.198.77.194","c2_metasploit","3790","Safe/Critical","LT","2024-07-18 07:17:11"
"165.255.19.60","c2_meshagent","443","Moderate/Critical","US","2024-08-04 03:33:24"
"72.128.42.138","c2_meshagent","81","Critical/Critical","US","2024-08-04 02:58:44"
"71.249.120.209","c2_meshagent","80","Safe/Critical","US","2024-08-04 02:50:11"
"74.91.122.138","c2_meshagent","443","Low/Critical","US","2024-08-04 03:25:42"
"87.229.94.231","c2_metasploit","3790","Critical/Critical","CN","2024-07-18 06:34:53"
"88.119.174.117","c2_covenant","7443","Safe/Critical","US","2024-07-17 17:05:27"
"80.203.15.24","c2_posh","8443","Safe/Critical","NO","2024-08-04 01:42:23"
"150.136.124.241","c2_mythic","80","Critical/Critical","DE","2024-08-04 16:17:07"
"91.206.14.228","c2_havoc","8989","Critical/Critical","RU","2024-08-02 02:54:41"
"92.63.104.220","c2_meshagent","80","Safe/Critical","FR","2024-08-05 05:26:35"
"77.92.95.127","c2_metasploit","3790","Critical/Critical","GE","2024-07-18 06:22:16"
"94.194.248.47","c2_meshagent","80","Safe/Critical","GB","2024-08-05 06:07:11"
"162.243.22.15","c2_metasploit","443","Critical/Critical","IN","2024-08-04 00:15:07"
"46.235.225.189","c2_mythic","80","Safe/Safe","US","2024-08-04 12:29:35"
"91.236.196.165","c2_meshagent","80","Safe/Critical","DE","2024-08-05 04:40:01"
"88.99.214.170","c2_metasploit","3790","Dangerous/Critical","DE","2024-07-18 07:17:11"
"44.213.54.56","c2_mythic","80","Low/Critical","US","2024-08-04 12:42:03"
"94.23.43.228","c2_metasploit","6667","Critical/Critical","CN","2024-07-23 15:48:50"
"192.169.6.122","c2_havoc","443","Safe/Critical","US","2024-08-04 11:27:56"
"80.211.228.62","c2_havoc","443","Safe/Safe","LT","2024-08-03 17:15:41"
"137.184.45.196","c2_havoc","443","Low/Critical","KR","2024-08-04 08:21:25"
"46.235.231.164","c2_mythic","80","Safe/Critical","US","2024-08-04 16:08:33"
"98.142.95.254","c2_metasploit","3790","Safe/Critical","FR","2024-07-18 07:42:12"
"93.93.118.167","c2_meshagent","80","Moderate/Critical","DE","2024-08-05 05:49:27"
"34.215.19.223","c2_mythic","80","Low/Critical","US","2024-08-04 18:38:16"
"93.203.172.32","c2_meshagent","80","Safe/Critical","DE","2024-08-05 05:54:33"
"96.30.193.123","c2_metasploit","3790","Safe/Critical","US","2024-07-18 09:13:30"
"46.235.225.138","c2_mythic","80","Safe/Critical","CA","2024-08-04 14:29:04"
"193.181.23.187","c2_metasploit","4444","Safe/Critical","SE","2024-07-29 12:02:00"
"51.15.227.242","c2_mythic","80","Moderate/Critical","CA","2024-08-04 18:21:58"
"205.234.156.139","c2_metasploit","3790","Critical/Critical","FR","2024-07-18 08:27:37"
"54.175.31.82","c2_mythic","80","Low/Critical","US","2024-08-04 23:00:09"
"89.9.171.3","c2_meshagent","80","Safe/Critical","DE","2024-08-05 04:14:45"
"159.223.0.103","c2_havoc","443","Low/Critical","GB","2024-08-04 12:27:18"
"81.0.219.234","c2_metasploit","3790","Critical/Critical","GB","2024-07-18 06:40:53"
"91.107.149.233","c2_meshagent","80","Low/Critical","FR","2024-08-05 05:18:20"
"89.145.253.89","c2_meshagent","443","Moderate/Critical","TW","2024-08-05 03:43:19"
"1.34.253.61","c2_meshagent","443","Safe/Critical","US","2024-08-05 04:26:56"
"91.203.135.209","c2_meshagent","80","Safe/Critical","DE","2024-08-05 04:45:17"
"178.18.254.10","c2_covenant","7443","Safe/Critical","DE","2024-07-30 10:49:25"
"103.86.177.103","c2_metasploit","8080","Low/Critical","US","2024-08-03 15:48:43"
"156.194.73.65","c2_posh","443","Safe/Critical","EG","2024-07-18 18:00:57"
"138.197.37.104","c2_havoc","443","Low/Critical","PT","2024-08-03 17:11:56"
"50.87.65.199","c2_mythic","80","Critical/Critical","US","2024-08-04 17:22:30"
"91.92.136.32","c2_meshagent","80","Moderate/Critical","IN","2024-08-05 04:49:05"
"89.108.74.95","c2_meshagent","80","Safe/Critical","RU","2024-08-05 03:46:38"
"176.31.163.140","c2_havoc","443","Low/Critical","FR","2024-08-03 01:58:00"
"89.58.57.7","c2_meshagent","80","Moderate/Critical","FR","2024-08-05 04:24:31"
"89.208.197.73","c2_meshagent","443","Safe/Critical","CA","2024-08-05 02:55:08"
"68.183.19.125","c2_mythic","80","Critical/Critical","FI","2024-08-04 17:56:46"
"15.235.82.33","c2_mythic","80","Safe/Critical","GB","2024-08-04 14:36:40"
"92.175.77.60","c2_meshagent","80","Safe/Critical","CZ","2024-08-05 05:12:07"
"211.23.154.155","c2_meshagent","80","Safe/Critical","CZ","2024-08-05 03:51:55"
"91.223.82.25","c2_metasploit","3790","Critical/Critical","RU","2024-07-18 07:26:00"
"8.213.210.58","c2_metasploit","3790","Moderate/Critical","FR","2024-07-18 06:30:10"
"195.154.43.21","c2_covenant","7443","Safe/Critical","DE","2024-07-30 23:06:40"
"54.79.123.238","c2_posh","8443","Low/Critical","AU","2024-07-18 00:12:59"
"209.160.65.98","c2_mythic","80","Safe/Critical","US","2024-08-05 11:51:39"
"119.28.83.149","c2_havoc","80","Critical/Critical","NL","2024-08-05 17:15:59"
"159.69.46.216","c2_meshagent","80","Safe/Critical","AU","2024-08-06 05:18:35"
"188.166.68.236","c2_metasploit","3790","Low/Critical","LT","2024-08-05 21:10:13"
"157.230.85.101","c2_meshagent","443","Critical/Critical","US","2024-08-06 03:04:33"
"158.178.157.68","c2_meshagent","80","Critical/Critical","US","2024-08-06 04:08:12"
"159.203.180.92","c2_mythic","443","Low/Critical","CH","2024-08-05 19:19:56"
"209.160.66.33","c2_mythic","80","Safe/Critical","US","2024-08-05 11:51:32"
"141.98.233.72","c2_havoc","443","Low/Critical","KR","2024-08-06 04:42:34"
"168.138.70.2","c2_meshagent","80","Critical/Critical","CA","2024-08-06 04:59:35"
"158.160.84.31","c2_havoc","443","Low/Critical","US","2024-08-05 12:45:04"
"129.159.253.159","c2_meshagent","80","Critical/Critical","US","2024-08-06 03:08:56"
"180.150.55.144","c2_mythic","80","Safe/Critical","CA","2024-08-05 21:32:07"
"5.230.253.211","c2_covenant","7443","Critical/Critical","US","2024-07-30 21:43:53"
"167.71.103.156","c2_meshagent","80","Critical/Critical","DE","2024-08-06 04:43:28"
"38.45.65.99","c2_havoc","8443","Dangerous/Critical","US","2024-08-03 15:12:46"
"20.51.213.216","c2_havoc","443","Low/Critical","AU","2024-08-04 23:15:33"
"185.11.61.85","c2_metasploit","3790","Moderate/Critical","IR","2024-08-05 20:54:27"
"172.104.187.12","c2_havoc","443","Critical/Critical","PK","2024-08-05 06:52:02"
"209.160.64.86","c2_mythic","80","Safe/Critical","US","2024-08-05 11:51:43"
"154.12.230.166","c2_mythic","443","Dangerous/Critical","FR","2024-08-05 12:41:38"
"185.236.78.56","c2_havoc","443","Safe/Critical","CN","2024-08-05 04:53:34"
"188.214.128.130","c2_metasploit","3790","Safe/Critical","NL","2024-08-05 21:10:12"
"193.32.162.64","c2_metasploit","3790","Critical/Critical","FR","2024-08-05 22:26:36"
"159.69.123.197","c2_meshagent","80","Safe/Critical","DE","2024-08-06 05:24:44"
"151.248.151.37","c2_mythic","80","Safe/Critical","US","2024-08-05 22:39:05"
"159.69.20.142","c2_meshagent","443","Safe/Critical","DE","2024-08-06 05:19:48"
"159.69.157.174","c2_meshagent","443","Safe/Critical","DE","2024-08-06 05:09:19"
"189.82.250.242","c2_metasploit","3790","Low/Critical","AR","2024-08-05 21:34:29"
"184.185.107.7","c2_metasploit","3790","Critical/Critical","RU","2024-08-05 20:54:48"
"87.237.55.77","c2_mythic","443","Critical/Critical","DE","2024-08-05 19:23:08"
"129.146.197.26","c2_mythic","443","Low/Critical","US","2024-08-06 05:34:43"
"158.247.198.34","c2_havoc","443","Critical/Critical","HK","2024-08-05 21:34:25"
"167.172.53.165","c2_covenant","7443","Low/Critical","GB","2024-07-30 09:15:05"
"138.197.79.113","c2_havoc","443","Low/Critical","SG","2024-08-05 07:33:43"
"193.29.56.122","c2_metasploit","3790","Moderate/Critical","RO","2024-08-05 22:11:40"
"154.40.45.232","c2_havoc","80","Moderate/Critical","US","2024-08-04 13:38:39"
"23.167.232.17","c2_mythic","80","Safe/Critical","US","2024-08-05 15:29:40"
"158.174.233.131","c2_meshagent","443","Moderate/Critical","US","2024-08-06 04:46:46"
"210.2.169.247","c2_havoc","443","Safe/Critical","US","2024-08-04 20:50:42"
"185.174.100.204","c2_metasploit","3790","Safe/Critical","ID","2024-08-05 20:07:02"
"13.55.48.44","c2_havoc","80","Low/Critical","PK","2024-08-03 19:21:10"
"164.90.253.167","c2_havoc","443","Low/Critical","US","2024-08-05 05:33:28"
"209.160.69.142","c2_mythic","80","Safe/Critical","US","2024-08-05 11:46:40"
"209.160.69.108","c2_mythic","80","Safe/Critical","US","2024-08-05 11:46:44"
"209.160.68.9","c2_mythic","443","Safe/Critical","GB","2024-08-05 11:48:28"
"91.227.114.51","c2_havoc","443","Safe/Critical","PK","2024-08-02 14:23:31"
"64.225.25.102","c2_meshagent","80","Low/Critical","US","2024-08-06 04:06:21"
"45.33.116.110","c2_covenant","7443","Low/Critical","GB","2024-07-30 09:09:24"
"156.194.251.137","c2_posh","443","Safe/Critical","EG","2024-07-21 10:19:27"
"163.172.155.71","c2_mythic","80","Moderate/Critical","FR","2024-08-07 01:44:40"
"139.84.139.17","c2_havoc","443","Moderate/Critical","FR","2024-08-05 11:05:12"
"75.183.193.150","c2_meshagent","443","Safe/Critical","DE","2024-08-07 02:02:22"
"213.252.246.56","c2_metasploit","3790","Critical/Critical","DE","2024-08-06 00:15:53"
"165.22.4.51","c2_meshagent","80","Low/Critical","US","2024-08-07 02:52:10"
"193.149.189.27","c2_havoc","443","Safe/Critical","IN","2024-08-05 10:16:22"
"129.80.2.53","c2_mythic","443","Low/Critical","US","2024-08-06 05:34:43"
"20.218.152.181","c2_meshagent","80","Low/Critical","US","2024-08-07 01:43:30"
"117.211.10.121","c2_meshagent","443","Critical/Critical","US","2024-08-07 04:06:26"
"185.229.32.95","c2_mythic","443","Safe/Critical","US","2024-08-06 19:43:16"
"172.233.121.249","c2_havoc","443","Low/Critical","ES","2024-08-05 07:43:19"
"103.195.6.58","c2_havoc","443","Safe/Critical","US","2024-08-06 23:42:54"
"156.194.127.120","c2_posh","443","Safe/Critical","EG","2024-07-18 18:00:57"
"103.86.177.103","c2_metasploit","80","Low/Critical","RU","2024-08-06 18:59:03"
"45.88.200.101","c2_mythic","8880","Safe/Critical","DE","2024-08-06 04:20:48"
"164.92.97.45","c2_meshagent","80","Low/Critical","DE","2024-08-07 02:05:11"
"212.92.23.152","c2_metasploit","3790","Low/Critical","RU","2024-08-06 00:02:51"
"77.79.58.104","c2_meshagent","80","Safe/Critical","CA","2024-08-07 02:32:41"
"129.146.170.182","c2_mythic","443","Low/Critical","US","2024-08-06 02:54:42"
"156.194.73.65","c2_posh","443","Safe/Critical","EG","2024-07-22 19:55:17"
"13.48.147.99","c2_mythic","443","Critical/Critical","FR","2024-08-06 11:25:07"
"137.184.45.196","c2_havoc","443","Low/Critical","GB","2024-08-05 10:30:58"
"20.75.52.151","c2_metasploit","3790","Low/Critical","RO","2024-08-05 22:56:16"
"150.136.90.238","c2_covenant","7443","Critical/Critical","DE","2024-07-30 10:49:25"
"198.211.103.111","c2_metasploit","3790","Low/Critical","FR","2024-08-05 22:26:36"
"74.12.33.189","c2_meshagent","80","Safe/Critical","CA","2024-08-07 01:46:29"
"76.10.73.9","c2_meshagent","80","Safe/Critical","GB","2024-08-07 02:41:48"
"192.25.14.76","c2_metasploit","3790","Safe/Critical","RU","2024-08-05 22:11:57"
"20.83.232.102","c2_meshagent","80","Low/Critical","US","2024-08-07 01:48:24"
"210.255.57.172","c2_metasploit","3790","Critical/Critical","LT","2024-08-06 00:03:08"
"217.76.49.39","c2_metasploit","3790","Dangerous/Critical","HU","2024-08-05 23:59:16"
"38.147.162.174","c2_havoc","443","Safe/Critical","US","2024-08-06 00:39:26"
"20.165.46.156","c2_metasploit","3790","Low/Critical","US","2024-08-05 23:00:27"
"88.119.174.117","c2_covenant","7443","Safe/Critical","US","2024-07-17 17:05:27"
"20.25.43.159","C2","80","Low/Critical","US","2024-08-07 01:48:20"
"220.158.233.123","c2_metasploit","3790","Critical/Critical","US","2024-08-06 00:58:20"
"185.42.170.220","c2_mythic","80","Safe/Critical","NL","2024-08-06 19:21:02"
"64.15.71.30","c2_mythic","80","Critical/Critical","IN","2024-08-06 22:40:48"
"20.224.28.238","c2_meshagent","80","Low/Critical","DE","2024-08-07 01:45:28"
"150.136.25.249","c2_mythic","80","Low/Critical","GB","2024-08-06 16:55:42"
"77.127.162.64","c2_meshagent","80","Safe/Critical","DE","2024-08-07 02:46:21"
"31.207.45.151","c2_metasploit","443","Safe/Critical","IN","2024-08-06 14:31:29"
"80.82.77.211","c2_havoc","80","Safe/Critical","NL","2024-08-06 10:36:12"
"159.89.233.174","c2_mythic","443","Critical/Critical","US","2024-08-06 03:04:23"
"67.222.5.193","c2_mythic","443","Safe/Critical","US","2024-08-06 13:45:27"
"77.46.46.68","c2_meshagent","80","Moderate/Critical","DE","2024-08-07 04:05:41"
"107.172.57.113","c2_havoc","443","Moderate/Critical","PT","2024-08-06 15:10:26"
"20.208.137.120","c2_meshagent","80","Critical/Critical","NL","2024-08-07 01:45:20"
"5.230.253.211","c2_covenant","7443","Critical/Critical","FR","2024-07-30 13:44:52"
"80.203.15.24","c2_posh","8443","Safe/Critical","AU","2024-07-18 00:12:59"
"44.213.54.56","c2_mythic","80","Low/Critical","US","2024-08-07 21:26:27"
"192.169.6.122","c2_havoc","443","Safe/Critical","BE","2024-08-07 07:10:21"
"94.177.171.98","c2_meshagent","80","Safe/Critical","RU","2024-08-08 04:21:01"
"189.82.250.242","c2_metasploit","3790","Low/Critical","BR","2024-08-05 21:25:07"
"90.164.40.37","c2_meshagent","80","Safe/Critical","RU","2024-08-08 02:11:01"
"176.31.163.140","c2_havoc","443","Low/Critical","DE","2024-08-06 05:29:21"
"194.163.175.163","c2_metasploit","3790","Dangerous/Critical","DE","2024-08-05 22:26:15"
"192.81.135.7","c2_mythic","443","Low/Critical","US","2024-08-07 13:34:28"
"203.95.193.100","c2_metasploit","3790","Critical/Critical","US","2024-08-05 23:46:54"
"96.126.124.160","c2_mythic","443","Critical/Moderate","CA","2024-08-07 11:43:25"
"91.107.149.233","c2_meshagent","80","Low/Critical","DE","2024-08-08 02:36:26"
"139.144.31.218","c2_mythic","443","Critical/Critical","US","2024-08-07 08:30:40"
"161.35.239.147","c2_havoc","443","Low/Critical","CA","2024-08-06 07:24:59"
"129.146.239.154","c2_mythic","80","Low/Critical","CA","2024-08-07 11:26:22"
"163.172.136.161","c2_havoc","443","Moderate/Critical","PK","2024-08-06 13:37:24"
"45.77.165.137","c2_meshagent","80","Safe/Critical","CH","2024-08-08 02:18:26"
"146.71.86.14","c2_mythic","80","Critical/Critical","US","2024-08-07 12:06:21"
"3.88.102.160","c2_havoc","443","Low/Critical","HK","2024-08-05 22:14:38"
"94.217.169.83","c2_meshagent","80","Safe/Critical","BG","2024-08-08 04:13:57"
"209.160.67.234","c2_mythic","80","Safe/Critical","US","2024-08-07 06:22:31"
"192.169.219.210","c2_metasploit","3790","Critical/Critical","NL","2024-08-05 21:53:49"
"209.160.65.102","c2_mythic","80","Safe/Critical","US","2024-08-07 06:21:00"
"139.59.161.102","c2_havoc","443","Low/Critical","BR","2024-08-07 07:04:10"
"195.154.241.13","c2_metasploit","3790","Safe/Critical","SG","2024-08-05 22:22:16"
"202.112.238.106","c2_metasploit","3790","Safe/Critical","KR","2024-08-05 23:23:35"
"92.205.29.90","c2_meshagent","80","Moderate/Critical","FR","2024-08-08 03:19:57"
"45.83.123.32","c2_meshagent","80","Safe/Critical","ES","2024-08-08 02:07:20"
"93.23.146.16","c2_meshagent","80","Safe/Critical","PT","2024-08-08 03:48:01"
"45.32.128.142","c2_havoc","80","Moderate/Critical","US","2024-08-08 01:18:15"
"93.93.118.167","c2_meshagent","80","Moderate/Critical","FR","2024-08-08 03:50:55"
"209.160.65.101","c2_mythic","80","Safe/Critical","US","2024-08-07 06:20:54"
"185.236.78.56","c2_havoc","443","Safe/Critical","US","2024-08-06 22:46:36"
"105.189.46.254","c2_havoc","80","Safe/Critical","US","2024-08-05 17:35:33"
"91.142.69.204","c2_meshagent","80","Safe/Critical","HU","2024-08-08 02:54:18"
"15.235.82.33","c2_mythic","80","Safe/Critical","RU","2024-08-07 20:01:47"
"63.250.44.135","c2_mythic","80","Critical/Critical","US","2024-08-07 12:39:19"
"209.195.169.238","c2_metasploit","3790","Safe/Critical","ID","2024-08-05 23:14:41"
"193.32.162.64","c2_metasploit","3790","Critical/Critical","RO","2024-08-05 22:11:40"
"119.28.83.149","c2_havoc","443","Critical/Critical","US","2024-08-06 23:56:13"
"54.79.123.238","c2_posh","8443","Low/Critical","NO","2024-08-04 01:42:23"
"154.40.45.232","c2_havoc","443","Moderate/Critical","KR","2024-08-06 04:42:34"
"47.251.70.97","c2_havoc","443","Moderate/Critical","BG","2024-08-07 10:26:52"
"94.130.187.25","c2_meshagent","80","Low/Critical","DE","2024-08-08 04:14:35"
"13.55.48.44","c2_havoc","443","Low/Critical","US","2024-08-07 10:27:39"
"93.203.166.226","c2_meshagent","80","Safe/Critical","GB","2024-08-08 04:01:17"
"212.47.237.233","c2_mythic","80","Moderate/Critical","GB","2024-08-07 08:01:55"
"91.53.153.120","c2_meshagent","80","Safe/Critical","NL","2024-08-08 02:23:18"
"193.37.69.169","c2_metasploit","3790","Safe/Critical","RU","2024-08-05 22:11:57"
"167.172.53.165","c2_covenant","7443","Low/Critical","US","2024-07-30 06:49:45"
"156.194.127.120","c2_posh","443","Safe/Critical","EG","2024-07-21 10:19:27"
"66.115.138.116","c2_mythic","80","Critical/Critical","US","2024-08-08 10:36:31"
"45.77.190.71","c2_havoc","80","Moderate/Critical","US","2024-08-08 07:41:16"
"202.74.192.195","c2_meshagent","80","Safe/Critical","MX","2024-08-09 00:34:45"
"207.180.215.36","c2_metasploit","3790","Safe/Critical","US","2024-08-05 23:46:55"
"116.203.244.94","c2_meshagent","80","Moderate/Critical","CA","2024-08-08 23:22:47"
